Motorcycle,Color,Year,Mileage,Price,MotorcycleStrip
SCOOPY-I,Other,2557.0,2592.655274888559,25000.0,SCOOPY-I
SCOOPY-I,black,2556.0,2592.655274888559,27000.0,SCOOPY-I
CLICK125I,Other,2556.0,2592.655274888559,24500.0,CLICK125I
CLICK125I,Other,2558.0,2592.655274888559,32000.0,CLICK125I
PCX150,Other,2559.0,2592.655274888559,70000.0,PCX150
FINO,Other,2555.0,2592.655274888559,20000.0,FINO
GRAND FILANO,Other,2560.0,9.0,38500.0,GRAND FILANO
ZOOMER-X,green,2560.0,2592.655274888559,33500.0,ZOOMER-X
CLICK125I,orange,2560.0,2592.655274888559,34000.0,CLICK125I
CLICK125I,Other,2559.0,6.0,35000.0,CLICK125I
N-MAX,red,2559.0,2592.655274888559,58000.0,N-MAX
ZOOMER-X,Other,2560.0,2592.655274888559,35000.0,ZOOMER-X
SCOOPY-I,Other,2556.0,7.0,27500.0,SCOOPY-I
SCOOPY-I,black,2557.0,2592.655274888559,27500.0,SCOOPY-I
CLICK110I,red,2554.0,2592.655274888559,20000.0,CLICK110I
N-MAX,gray,2560.0,58.0,58500.0,N-MAX
PCX150,white,2558.0,2592.655274888559,66500.0,PCX150
AIRBLADE,Other,2550.0,2592.655274888559,16000.0,AIRBLADE
PCX150,black,2555.0,2592.655274888559,44000.0,PCX150
ZOOMER-X,yellow,2556.0,2592.655274888559,26500.0,ZOOMER-X
CLICK125I,white,2557.0,2592.655274888559,25000.0,CLICK125I
PCX150,black,2558.0,2592.655274888559,66500.0,PCX150
PCX150,black,2558.0,65.0,65000.0,PCX150
PCX150,Other,2558.0,5.0,68500.0,PCX150
CLICK125I,red,2555.0,2592.655274888559,23000.0,CLICK125I
GRAND FILANO,Other,2560.0,7.0,40000.0,GRAND FILANO
GRAND FILANO,white,2559.0,8.0,38000.0,GRAND FILANO
PCX150,black,2555.0,2592.655274888559,46000.0,PCX150
PCX150,black,2557.0,2592.655274888559,55000.0,PCX150
N-MAX,Other,2560.0,2592.655274888559,56000.0,N-MAX
PCX150,white,2556.0,2592.655274888559,45500.0,PCX150
ZOOMER-X,Other,2557.0,2592.655274888559,28000.0,ZOOMER-X
PCX150,black,2559.0,2592.655274888559,78500.0,PCX150
PCX150,Other,2555.0,2592.655274888559,44000.0,PCX150
FINO,gray,2550.0,2592.655274888559,17500.0,FINO
FINO FI,white,2556.0,2592.655274888559,24500.0,FINO FI
ZOOMER-X,Other,2560.0,2592.655274888559,37000.0,ZOOMER-X
MIO125,Other,2554.0,2592.655274888559,18000.0,MIO125
MOOVE,Other,2558.0,2592.655274888559,27000.0,MOOVE
PCX150,Other,2557.0,2592.655274888559,67000.0,PCX150
FINO FI,Other,2558.0,7.0,25500.0,FINO FI
GRAND FILANO,Other,2559.0,8.0,38000.0,GRAND FILANO
FINO,Other,2553.0,2592.655274888559,18000.0,FINO
GRAND FILANO,Other,2559.0,9.0,38000.0,GRAND FILANO
CLICK,Other,2550.0,2592.655274888559,14000.0,CLICK
CLICK110I,Other,2552.0,2592.655274888559,19500.0,CLICK110I
ZOOMER-X,Other,2558.0,2592.655274888559,33000.0,ZOOMER-X
CLICK,Other,2549.0,2592.655274888559,15000.0,CLICK
ZOOMER-X,yellow,2557.0,2592.655274888559,29500.0,ZOOMER-X
SCOOPY-I,Other,2559.0,2592.655274888559,32500.0,SCOOPY-I
PCX150,white,2559.0,74.0,74500.0,PCX150
PCX150,black,2557.0,2592.655274888559,61000.0,PCX150
PCX150,Other,2559.0,76.0,76500.0,PCX150
PCX150,gray,2558.0,2592.655274888559,65500.0,PCX150
CLICK125I,Other,2559.0,8.0,35500.0,CLICK125I
SCOOPY-I,Other,2556.0,2592.655274888559,26000.0,SCOOPY-I
MIO125,Other,2557.0,2592.655274888559,19500.0,MIO125
CLICK110I,white,2554.0,2592.655274888559,21000.0,CLICK110I
CLICK125I,Other,2558.0,37.0,37000.0,CLICK125I
ZOOMER-X,yellow,2556.0,2592.655274888559,25000.0,ZOOMER-X
PCX150,Other,2559.0,2592.655274888559,76000.0,PCX150
ZOOMER-X,Other,2559.0,2.0,42000.0,ZOOMER-X
SCOOPY-I,Other,2558.0,2592.655274888559,27000.0,SCOOPY-I
CLICK125I,Other,2557.0,26.0,26000.0,CLICK125I
SCOOPY-I,Other,2553.0,2592.655274888559,22500.0,SCOOPY-I
PCX150,red,2556.0,2592.655274888559,43500.0,PCX150
SCOOPY-I,Other,2558.0,9.0,27000.0,SCOOPY-I
FINO,Other,2556.0,2592.655274888559,22000.0,FINO
MIO125I,Other,2558.0,2592.655274888559,23000.0,MIO125I
FINO,pink,2551.0,2592.655274888559,18500.0,FINO
PCX150,green,2559.0,7.0,76000.0,PCX150
SCOOPY-I,Other,2556.0,2592.655274888559,27500.0,SCOOPY-I S12
FINO,purple,2555.0,2592.655274888559,20000.0,FINO
GRAND FILANO,black,2560.0,2592.655274888559,36000.0,GRAND FILANO
ZOOMER-X,red,2559.0,2592.655274888559,38000.0,ZOOMER-X
ZOOMER-X,green,2557.0,2592.655274888559,29500.0,ZOOMER-X
PCX150,brown,2556.0,2592.655274888559,45000.0,PCX150
FINO FI,Other,2557.0,2592.655274888559,24500.0,FINO FI
GRAND FILANO,black,2559.0,2592.655274888559,36000.0,GRAND FILANO
PCX150,black,2558.0,2592.655274888559,66000.0,PCX150
FILANO,red,2556.0,2592.655274888559,25000.0,FILANO
ZOOMER-X,Other,2560.0,5.0,39500.0,ZOOMER-X
ZOOMER-X,Other,2555.0,2592.655274888559,30000.0,ZOOMER-X
ZOOMER-X,Other,2558.0,2592.655274888559,30000.0,ZOOMER-X
ZOOMER-X,Other,2558.0,2592.655274888559,30500.0,ZOOMER-X
PCX150,black,2558.0,66.0,66000.0,PCX150
SCOOPY-I,Other,2557.0,7.0,26500.0,SCOOPY-I
CLICK110I,Other,2552.0,2592.655274888559,19000.0,CLICK110I
FINO,Other,2552.0,2592.655274888559,19000.0,FINO
SCOOPY-I,Other,2556.0,2592.655274888559,26500.0,SCOOPY-I
CLICK125I,Other,2555.0,2592.655274888559,24500.0,CLICK125I
CLICK125I,Other,2556.0,2592.655274888559,24500.0,CLICK125I
FINO,Other,2552.0,2592.655274888559,18000.0,FINO
ZOOMER-X,orange,2556.0,2592.655274888559,26500.0,ZOOMER-X
FINO,Other,2549.0,2592.655274888559,18000.0,FINO
CLICK110I,white,2551.0,2592.655274888559,20000.0,CLICK110I
PCX150,black,2557.0,2592.655274888559,56000.0,PCX150
PCX150,Other,2555.0,48.0,48000.0,PCX150
SCOOPY-I,Other,2558.0,2592.655274888559,32000.0,SCOOPY-I S12
FINO FI,Other,2558.0,24.0,24500.0,FINO FI
CLICK125I,Other,2558.0,8.0,36000.0,CLICK125I
FINO,Other,2554.0,2592.655274888559,19500.0,FINO
FINO FI,Other,2557.0,2592.655274888559,27500.0,FINO FI
FINO FI,Other,2558.0,26.0,26500.0,FINO FI
GRAND FILANO,red,2558.0,2592.655274888559,34500.0,GRAND FILANO
SCOOPY-I,Other,2558.0,8.0,30500.0,SCOOPY-I
CLICK125I,red,2560.0,2592.655274888559,38000.0,CLICK125I
ZOOMER-X,Other,2559.0,37.0,37000.0,ZOOMER-X
PCX150,Other,2556.0,2592.655274888559,51000.0,PCX150
CLICK125I,Other,2558.0,2592.655274888559,33000.0,CLICK125I
PCX150,Other,2557.0,63.0,63000.0,PCX150
SCOOPY-I,Other,2554.0,22.0,22000.0,SCOOPY-I
SCOOPY-I,Other,2553.0,2592.655274888559,21000.0,SCOOPY-I
CLICK125I,Other,2557.0,2592.655274888559,26500.0,CLICK125I
CLICK110I,Other,2553.0,2592.655274888559,20000.0,CLICK110I
MOOVE,Other,2558.0,2592.655274888559,29000.0,MOOVE
CLICK110I,Other,2554.0,2592.655274888559,21000.0,CLICK110I
ZOOMER-X,Other,2557.0,2592.655274888559,32000.0,ZOOMER-X
PCX150,red,2559.0,73.0,73000.0,NEW PCX150
ZOOMER-X,orange,2557.0,2592.655274888559,29500.0,ZOOMER-X
FINO,black,2549.0,2592.655274888559,18000.0,FINO
PCX150,Other,2559.0,3.0,76000.0,NEW PCX150
PCX150,red,2555.0,2592.655274888559,45000.0,PCX150
PCX150,white,2557.0,64.0,64500.0,PCX150
FINO FI,red,2557.0,2592.655274888559,24500.0,FINO FI
FINO125,Other,2559.0,3.0,34500.0,FINO125
FINO,Other,2549.0,2592.655274888559,17500.0,FINO
SCOOPY-I,blue,2554.0,2592.655274888559,21500.0,SCOOPY-I
SCOOPY-I,red,2556.0,2592.655274888559,27000.0,SCOOPY-I
SCOOPY-I,Other,2557.0,2592.655274888559,27500.0,SCOOPY-I
SCOOPY-I,pink,2557.0,2592.655274888559,28000.0,SCOOPY-I
SCOOPY-I,blue,2557.0,2592.655274888559,26500.0,SCOOPY-I
PCX150,Other,2556.0,2592.655274888559,50000.0,PCX150
PCX150,gray,2558.0,2592.655274888559,64000.0,PCX150
FINO,Other,2555.0,2592.655274888559,19500.0,FINO
SCOOPY-I,Other,2558.0,2592.655274888559,31000.0,SCOOPY-I S12
SCOOPY-I,pink,2553.0,2592.655274888559,20000.0,SCOOPY-I
CLICK125I,Other,2555.0,2592.655274888559,24500.0,CLICK125I
ZOOMER-X,Other,2558.0,33.0,33500.0,ZOOMER-X
ZOOMER-X,Other,2558.0,2592.655274888559,33500.0,ZOOMER-X
FORZA300,black,2557.0,5.0,90000.0,FORZA300
ZOOMER-X,white,2556.0,2592.655274888559,26500.0,ZOOMER-X
MIO,Other,2548.0,2592.655274888559,16500.0,MIO
ZOOMER-X,Other,2559.0,39.0,39000.0,ZOOMER-X
ZOOMER-X,Other,2556.0,3.0,33000.0,ZOOMER-X
CLICK125I,Other,2557.0,2592.655274888559,26000.0,CLICK125I
GRAND FILANO,blue,2558.0,2592.655274888559,34500.0,GRAND FILANO
FILANO,brown,2555.0,2592.655274888559,24500.0,FILANO
FINO PS,Other,2556.0,2592.655274888559,21000.0,FINO PS
FINO PS,Other,2556.0,21.0,21500.0,FINO PS
MIO,Other,2550.0,2592.655274888559,17000.0,MIO
MIO125I,Other,2556.0,2592.655274888559,24000.0,MIO125I
PCX150,red,2558.0,2592.655274888559,63500.0,NEW PCX150
CLICK125I,Other,2558.0,32.0,32500.0,CLICK125I
GRAND FILANO,Other,2559.0,2592.655274888559,39500.0,GRAND FILANO
ZOOMER-X,Other,2558.0,2592.655274888559,33000.0,ZOOMER-X
CLICK125I,Other,2556.0,2592.655274888559,26500.0,CLICK125I
CLICK125I,Other,2555.0,2592.655274888559,30500.0,CLICK125I
CLICK110I,Other,2554.0,2592.655274888559,23000.0,CLICK110I
CLICK110I,Other,2554.0,2592.655274888559,22000.0,CLICK 110I
SCOOPY-I,black,2553.0,2592.655274888559,20000.0,SCOOPY-I
CLICK110I,Other,2553.0,2592.655274888559,20000.0,CLICK110I
SCOOPY-I,Other,2553.0,2592.655274888559,20000.0,SCOOPY-I
ZOOMER-X,Other,2557.0,33.0,33500.0,ZOOMER-X
ZOOMER-X,Other,2558.0,2592.655274888559,33500.0,ZOOMER-X
CLICK110I,black,2554.0,21.0,21500.0,CLICK110I
CLICK110I,blue,2553.0,20.0,20000.0,CLICK110I
FINO FI,Other,2558.0,2592.655274888559,27000.0,FINO FI
FINO,Other,2555.0,2592.655274888559,19500.0,FINO
FINO,Other,2555.0,2592.655274888559,21500.0,FINO
ZOOMER-X,white,2556.0,2592.655274888559,30000.0,ZOOMER-X
MIO,red,2548.0,2592.655274888559,15000.0,MIO
FINO,pink,2551.0,2592.655274888559,18000.0,FINO
FINO,green,2554.0,2592.655274888559,18000.0,FINO
CLICK125I,Other,2557.0,2592.655274888559,27000.0,CLICK125I
PCX150,black,2556.0,2592.655274888559,48500.0,PCX150
SCOOPY-I,Other,2555.0,2592.655274888559,22000.0,SCOOPY-I
SCOOPY-I,Other,2556.0,2592.655274888559,30000.0,SCOOPY-I
PCX150,Other,2558.0,8.0,64000.0,NEW PCX150
SCOOPY-I,black,2555.0,2592.655274888559,28000.0,SCOOPY-I
SCOOPY-I,Other,2555.0,2592.655274888559,26000.0,SCOOPY-I
FINO FI,Other,2557.0,2592.655274888559,26500.0,FINO FI
PCX150,black,2555.0,2592.655274888559,50000.0,PCX150
PCX150,Other,2555.0,2592.655274888559,52000.0,PCX150
FINO,Other,2555.0,2592.655274888559,20500.0,FINO
SCOOPY-I,white,2554.0,2592.655274888559,22000.0,SCOOPY-I
PCX150,black,2557.0,2592.655274888559,60000.0,NEW PCX150
PCX150,Other,2557.0,2592.655274888559,66000.0,NEW PCX150
CLICK125I,Other,2556.0,2592.655274888559,27000.0,CLICK125I
ZOOMER-X,Other,2558.0,2592.655274888559,35500.0,ZOOMER-X
FINO,brown,2552.0,2592.655274888559,18000.0,FINO
CLICK,Other,2549.0,2592.655274888559,17500.0,CLICK
CLICK110I,Other,2553.0,2592.655274888559,21000.0,CLICK110I
ZOOMER-X,pink,2556.0,2592.655274888559,33500.0,ZOOMER-X
FINO,Other,2555.0,2592.655274888559,21000.0,FINO
PCX150,gray,2557.0,2592.655274888559,63000.0,NEW PCX150
FINO FI,Other,2556.0,2592.655274888559,26000.0,FINO FI
CLICK125I,Other,2559.0,2592.655274888559,36500.0,CLICK125I
CLICK125I,Other,2555.0,28.0,28000.0,CLICK125I
PCX150,Other,2556.0,53.0,53000.0,PCX150
PCX150,Other,2556.0,2592.655274888559,50000.0,PCX150
FILANO,pink,2556.0,2592.655274888559,24500.0,FILANO
FINO,Other,2554.0,2592.655274888559,21000.0,FINO
SCOOPY-I,blue,2555.0,27.0,27000.0,SCOOPY-I
CLICK110I,Other,2551.0,2592.655274888559,21000.0,CLICK110I
CLICK110I,Other,2554.0,2592.655274888559,21000.0,CLICK110I
FINO,Other,2551.0,2592.655274888559,18000.0,FINO
SCOOPY-I,blue,2555.0,2592.655274888559,22000.0,SCOOPY-I
FINO,pink,2551.0,2592.655274888559,18000.0,FINO
CLICK,Other,2549.0,2592.655274888559,15000.0,CLICK
CLICK110I,Other,2554.0,2592.655274888559,22000.0,CLICK110I
CLICK110I,blue,2552.0,2592.655274888559,19000.0,CLICK110I
CLICK110I,Other,2553.0,2592.655274888559,19000.0,CLICK110I
FINO FI,Other,2557.0,8.0,29000.0,FINO FI
SCOOPY-I,pink,2556.0,9.0,28000.0,SCOOPY-I
SCOOPY-I,Other,2557.0,2592.655274888559,30000.0,SCOOPY-I
CLICK125I,Other,2557.0,2592.655274888559,29000.0,CLICK125I
SCOOPY-I,Other,2556.0,27.0,27500.0,SCOOPY-I
PCX125,brown,2553.0,2592.655274888559,40000.0,PCX125
PCX150,Other,2556.0,50.0,50000.0,PCX150
CLICK110I,pink,2553.0,2592.655274888559,22000.0,CLICK110I
FINO,Other,2555.0,21.0,20999.0,FINO
FINO,Other,2555.0,2592.655274888559,21000.0,FINO
SCOOPY-I,Other,2555.0,2592.655274888559,21000.0,SCOOPY-I
MIO,Other,2554.0,2592.655274888559,17500.0,MIO
SCOOPY-I,Other,2555.0,5.0,28000.0,SCOOPY-I
ZOOMER-X,white,2555.0,2592.655274888559,32000.0,ZOOMER-X
ZOOMER-X,Other,2556.0,2592.655274888559,32000.0,ZOOMER-X
PCX150,Other,2557.0,2592.655274888559,57000.0,NEW PCX150
CLICK125I,Other,2557.0,27.0,27000.0,CLICK125I
CLICK125I,Other,2557.0,2592.655274888559,27000.0,CLICK125I
SPACY-I,Other,2555.0,2592.655274888559,23500.0,SPACY-I
CLICK110I,Other,2554.0,2592.655274888559,20000.0,CLICK 110I
ZOOMER-X,blue,2557.0,2592.655274888559,31000.0,ZOOMER-X
MIO,Other,2554.0,2592.655274888559,18000.0,MIO
FILANO,Other,2555.0,2592.655274888559,26000.0,FILANO
FINO,Other,2554.0,2592.655274888559,22000.0,FINO
SCOOPY-I,Other,2556.0,2592.655274888559,28500.0,SCOOPY-I S12
CLICK,Other,2550.0,2592.655274888559,17500.0,CLICK
SCOOPY-I,Other,2555.0,2592.655274888559,29000.0,SCOOPY-I
PCX150,Other,2555.0,50.0,50000.0,PCX 150
PCX150,Other,2556.0,52.0,52000.0,PCX 150
PCX150,red,2556.0,2592.655274888559,49000.0,PCX150
MOOVE,Other,2558.0,2592.655274888559,31000.0,MOOVE
CLICK,Other,2550.0,2592.655274888559,16500.0,CLICK
MIO,Other,2548.0,2592.655274888559,16000.0,MIO
FINO,red,2554.0,2592.655274888559,22500.0,FINO
FILANO,Other,2555.0,27.0,27000.0,FILANO
CLICK110I,Other,2552.0,2592.655274888559,22000.0,CLICK110I
ZOOMER-X,orange,2557.0,2592.655274888559,35000.0,ZOOMER-X
NOUVO MX,Other,2547.0,2592.655274888559,16500.0,NOUVO MX
PCX150,Other,2556.0,52.0,52000.0,PCX150
CLICK125I,Other,2555.0,2592.655274888559,29500.0,CLICK125I
FINO,Other,2554.0,2592.655274888559,22500.0,FINO
ZOOMER-X,Other,2556.0,2592.655274888559,33000.0,ZOOMER-X
SCOOPY-I,Other,2555.0,2592.655274888559,28000.0,SCOOPY-I
SPACY-I,Other,2555.0,2592.655274888559,23000.0,SPACY-I
CLICK110I,Other,2552.0,2592.655274888559,24000.0,CLICK110I
ZOOMER-X,Other,2556.0,2592.655274888559,33500.0,ZOOMER-X
NOUVO MX,Other,2549.0,2592.655274888559,16000.0,NOUVO MX
CLICK110I,Other,2553.0,2592.655274888559,22500.0,CLICK110I
CLICK,Other,2550.0,2592.655274888559,16500.0,CLICK
FINO,Other,2555.0,2592.655274888559,24000.0,FINO
SCOOPY-I,Other,2554.0,2592.655274888559,25000.0,SCOOPY-I
SCOOPY-I,red,2556.0,31.0,31000.0,SCOOPY-I
PCX150,white,2555.0,2592.655274888559,50000.0,PCX150
PCX150,Other,2556.0,55.0,55000.0,PCX150
PCX125,black,2553.0,2592.655274888559,43500.0,PCX125
SCOOPY-I,Other,2552.0,2592.655274888559,24000.0,SCOOPY-I
FORZA300,Other,2557.0,4.0,115000.0,FORZA300
PCX150,black,2556.0,53.0,53500.0,PCX150
CLICK125I,Other,2557.0,7.0,35000.0,CLICK 125I
FINO,Other,2551.0,18.0,18000.0,FINO
FINO,Other,2555.0,2592.655274888559,23500.0,FINO
ZOOMER-X,Other,2556.0,4.0,36500.0,ZOOMER-X
PCX125,Other,2553.0,2592.655274888559,42000.0,PCX125
FINO,red,2554.0,2592.655274888559,22500.0,FINO
FINO,Other,2554.0,2592.655274888559,23000.0,FINO
PCX150,Other,2556.0,2592.655274888559,56000.0,PCX150
FORZA300,Other,2556.0,2592.655274888559,95000.0,FORZA300
ZOOMER-X,Other,2557.0,7.0,34500.0,ZOOMER-X
PCX150,Other,2556.0,2592.655274888559,55000.0,PCX150
CLICK125I,Other,2555.0,2592.655274888559,33500.0,CLICK125I
ZOOMER-X,Other,2557.0,33.0,33500.0,ZOOMER-X
SCOOPY-I,Other,2558.0,7.0,33500.0,SCOOPY-I
ZOOMER-X,orange,2557.0,2592.655274888559,33500.0,ZOOMER-X
ZOOMER-X,black,2556.0,2592.655274888559,34500.0,ZOOMER-X
SCOOPY-I,Other,2556.0,2592.655274888559,29000.0,SCOOPY-I
CLICK110I,Other,2554.0,2592.655274888559,25000.0,CLICK110I
FINO,Other,2555.0,2592.655274888559,23500.0,FINO
FINO,Other,2555.0,2592.655274888559,23000.0,FINO
ZOOMER-X,Other,2556.0,2592.655274888559,36000.0,ZOOMER-X
PCX150,Other,2556.0,2592.655274888559,50000.0,PCX150
CLICK,Other,2549.0,2592.655274888559,16000.0,CLICK
PCX150,Other,2556.0,53.0,53000.0,PCX150
ZOOMER-X,Other,2556.0,2592.655274888559,33000.0,ZOOMER-X
PCX150,Other,2555.0,2592.655274888559,51500.0,PCX150
PCX150,black,2556.0,2592.655274888559,52000.0,PCX150
FINO,Other,2551.0,2592.655274888559,19000.0,FINO
PCX125,Other,2554.0,2592.655274888559,44000.0,PCX125
SCOOPY-I,Other,2555.0,6.0,31500.0,SCOOPY-I
SCOOPY-I,Other,2555.0,2592.655274888559,24500.0,SCOOPY-I
CLICK110I,Other,2552.0,2592.655274888559,22000.0,CLICK110I
SPACY-I,Other,2556.0,2592.655274888559,27000.0,SPACY-I
ZOOMER-X,Other,2557.0,2592.655274888559,37000.0,ZOOMER-X
FINO PS,Other,2556.0,2592.655274888559,25000.0,FINO PS
PCX125,Other,2553.0,2592.655274888559,44000.0,PCX125
CLICK110I,Other,2553.0,2592.655274888559,24000.0,CLICK110I
ZOOMER-X,blue,2557.0,2592.655274888559,36000.0,ZOOMER-X
NOUVO MX,Other,2548.0,2592.655274888559,18000.0,NOUVO MX
CLICK110I,Other,2554.0,2592.655274888559,26500.0,CLICK110I
CLICK,orange,2550.0,2592.655274888559,17000.0,CLICK
PCX125,Other,2554.0,2592.655274888559,45000.0,PCX125
CLICK110I,gray,2552.0,2592.655274888559,23000.0,CLICK110I
FINO,Other,2555.0,2592.655274888559,24000.0,FINO
ZOOMER-X,Other,2556.0,5.0,37000.0,ZOOMER-X
PCX150,Other,2555.0,2592.655274888559,53000.0,PCX150
PCX150,black,2556.0,2592.655274888559,51000.0,PCX150
PCX150,Other,2556.0,4.0,56000.0,PCX150
PCX125,red,2553.0,2592.655274888559,42000.0,PCX125
FINO PS,Other,2556.0,2592.655274888559,25000.0,FINO PS
PCX150,Other,2555.0,2592.655274888559,51500.0,PCX150
CLICK110I,Other,2554.0,2592.655274888559,25000.0,CLICK110I
FINO FI,Other,2557.0,6.0,29900.0,FINO FI
SCOOPY-I,Other,2554.0,2592.655274888559,25000.0,SCOOPY-I
CLICK125I,red,2555.0,2592.655274888559,29500.0,CLICK125I
CLICK125I,Other,2555.0,2592.655274888559,29500.0,CLICK125I
PCX150,black,2556.0,5.0,59000.0,PCX150
FINO,Other,2551.0,2592.655274888559,19500.0,FINO
SCOOPY-I,Other,2555.0,29.0,29000.0,SCOOPY-I
MIO125I,Other,2557.0,2592.655274888559,26000.0,MIO125I
ZOOMER-X,brown,2556.0,2592.655274888559,36000.0,ZOOMER-X
FINO,Other,2555.0,2592.655274888559,26000.0,FINO
FINO,Other,2551.0,2592.655274888559,20000.0,FINO
PCX150,Other,2555.0,2592.655274888559,54500.0,PCX150
NOUVO MX,Other,2551.0,2592.655274888559,19000.0,NOUVO MX
PCX150,Other,2556.0,2592.655274888559,54000.0,PCX150
PCX150,Other,2555.0,2592.655274888559,52000.0,PCX150
SCOOPY-I,Other,2553.0,2592.655274888559,23000.0,SCOOPY-I
MIO,Other,2551.0,2592.655274888559,17000.0,MIO
CLICK110I,red,2553.0,2592.655274888559,23000.0,CLICK 110I
AIRBLADE,Other,2550.0,2592.655274888559,18500.0,AIRBLADE
ZOOMER-X,Other,2556.0,2592.655274888559,34500.0,ZOOMER-X
FILANO,Other,2555.0,2592.655274888559,27500.0,FILANO
PCX150,Other,2556.0,2592.655274888559,52500.0,PCX150
ZOOMER-X,Other,2555.0,2592.655274888559,35000.0,ZOOMER-X
CLICK110I,Other,2554.0,2592.655274888559,24000.0,CLICK110I
CLICK,Other,2550.0,2592.655274888559,17000.0,CLICK
PCX150,Other,2555.0,2592.655274888559,53500.0,PCX150
MIO,Other,2551.0,2592.655274888559,17000.0,MIO
SCOOPY-I,Other,2554.0,2592.655274888559,23000.0,SCOOPY-I
CLICK125I,blue,2555.0,2592.655274888559,29000.0,CLICK 125I
CLICK110I,Other,2552.0,2592.655274888559,21500.0,CLICK 110I
CLICK,Other,2549.0,2592.655274888559,17000.0,CLICK
CLICK125I,Other,2555.0,2592.655274888559,29000.0,CLICK125I
MIO125,Other,2554.0,2592.655274888559,19000.0,MIO125
MIO,yellow,2551.0,2592.655274888559,17000.0,MIO
MIO,Other,2550.0,2592.655274888559,16500.0,MIO
CLICK,Other,2551.0,2592.655274888559,17000.0,CLICK
NOUVO MX,Other,2548.0,2592.655274888559,17000.0,NOUVO MX
CLICK,Other,2549.0,2592.655274888559,16000.0,CLICK
ZOOMER-X,Other,2556.0,2592.655274888559,35500.0,ZOOMER-X
PCX125,Other,2553.0,2592.655274888559,42000.0,PCX125
CLICK,Other,2549.0,2592.655274888559,16500.0,CLICK
PCX150,red,2555.0,2592.655274888559,53000.0,PCX150
PCX125,red,2554.0,2592.655274888559,45000.0,PCX125
FINO,Other,2554.0,2592.655274888559,20000.0,FINO
CLICK110I,green,2553.0,2592.655274888559,22000.0,CLICK110I
ZOOMER-X,white,2556.0,2592.655274888559,36000.0,ZOOMER-X
MIO,red,2552.0,2592.655274888559,19000.0,MIO
SCOOPY-I,black,2553.0,2592.655274888559,23000.0,SCOOPY-I
SCOOPY-I,Other,2556.0,2592.655274888559,29500.0,SCOOPY-I
CLICK,Other,2549.0,2592.655274888559,16500.0,CLICK
CLICK110I,Other,2551.0,2592.655274888559,22000.0,CLICK110I
FILANO,pink,2555.0,2592.655274888559,26500.0,FILANO
ZOOMER-X,red,2556.0,2592.655274888559,36000.0,ZOOMER-X
CLICK,blue,2550.0,2592.655274888559,16500.0,CLICK
CLICK,blue,2551.0,2592.655274888559,17000.0,CLICK
SCOOPY-I,blue,2553.0,2592.655274888559,24000.0,SCOOPY-I
PCX125,gray,2553.0,2592.655274888559,43000.0,PCX125
CLICK110I,Other,2553.0,2592.655274888559,23500.0,CLICK110I
CLICK-I,white,2552.0,2592.655274888559,22500.0,CLICK-I
FINO,brown,2551.0,2592.655274888559,18500.0,FINO
FINO,black,2549.0,2592.655274888559,17500.0,FINO
PCX125,Other,2553.0,2592.655274888559,43500.0,PCX125
NOUVO MX,Other,2548.0,2592.655274888559,18500.0,NOUVO MX
CLICK-I,Other,2552.0,2592.655274888559,22500.0,CLICK-I
SCOOPY-I,Other,2553.0,2592.655274888559,23000.0,SCOOPY-I
FINO,Other,2552.0,2592.655274888559,19500.0,FINO
PCX125,white,2554.0,2592.655274888559,46500.0,PCX125
CLICK-I,red,2551.0,2592.655274888559,22500.0,CLICK-I
NOUVO MX,Other,2551.0,2592.655274888559,18000.0,NOUVO MX
SCOOPY-I,pink,2553.0,2592.655274888559,22000.0,SCOOPY-I
CLICK-I,green,2553.0,2592.655274888559,22500.0,CLICK-I
MIO,red,2553.0,2592.655274888559,19500.0,MIO
CLICK-I,white,2552.0,2592.655274888559,21500.0,CLICK-I
FINO,purple,2552.0,2592.655274888559,18500.0,FINO
SCOOPY-I,blue,2553.0,2592.655274888559,24500.0,SCOOPY-I
CLICK-I,white,2553.0,2592.655274888559,23000.0,CLICK-I
SCOOPY-I,white,2555.0,3.0,27000.0,SCOOPY-I
CLICK-I,Other,2553.0,2592.655274888559,22000.0,CLICK-I
MIO,black,2550.0,2592.655274888559,16500.0,MIO
FINN115I,blue,2565.0,2592.655274888559,36900.0,FINN115I
WAVE110I,red,2558.0,2592.655274888559,27900.0,WAVE110I
DREAM SUPER CUB,blue,2559.0,2592.655274888559,33500.0,DREAM SUPER CUB
WAVE125I,red,2565.0,3708.0,49500.0,WAVE125I
EXCITER,blue,2565.0,2592.655274888559,49900.0,EXCITER
WAVE125I,blue,2563.0,2592.655274888559,47500.0,WAVE125I
WAVE125I,gray,2563.0,2592.655274888559,52900.0,WAVE125I
FINN115I,gray,2564.0,2592.655274888559,35900.0,FINN115I
EXCITER,red,2563.0,2592.655274888559,45900.0,EXCITER
WAVE125R,red,2550.0,2592.655274888559,28000.0,WAVE125R
WAVE125I,black,2563.0,2592.655274888559,44000.0,WAVE125I
FINN115I,black,2564.0,3412.0,36500.0,FINN115I
FINN115I,blue,2564.0,9655.0,37900.0,FINN115I
FINN115I,blue,2564.0,7337.0,37900.0,FINN115I
DREAM SUPER CUB,purple,2558.0,2592.655274888559,32500.0,DREAM SUPER CUB
FINN115I,red,2565.0,7044.0,36900.0,FINN115I
WAVE110I,blue,2565.0,8893.0,43900.0,WAVE110I
